imdbID,Title,Year,Cast,Meter,Metacritic,AdjBoxOffice,LeadActor,Gender
tt0208988,Get Carter,2000,"Sylvester Stallone, Miranda Richardson, Rachael Leigh Cook, Rhona Mitra",12,24,"$20,171,952",Sylvester Stallone,m
tt1235522,Broken City,2013,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",28,49,"$20,118,028",Mark Wahlberg,m
tt0498353,Hostel: Part II,2007,"Lauren German, Roger Bart, Heather Matarazzo, Bijou Phillips",44,46,"$20,079,525",Lauren German,m
tt0264150,View from the Top,2003,"Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Candice Bergen",14,27,"$20,041,078",Gwyneth Paltrow,f
tt1506999,Haywire,2011,"Gina Carano, Michael Angarano, Channing Tatum, Debby Lynn Ross",80,67,"$19,991,029",Gina Carano,f
tt1633356,Shark Night 3D,2011,"Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee",17,22,"$19,991,029",Sara Paxton,f
tt1542344,127 Hours,2010,"James Franco, Kate Mara, Amber Tamblyn, Sean Bott",93,82,"$19,964,116",James Franco,m
tt0295289,A Guy Thing,2003,"Jason Lee, Julia Stiles, Selma Blair, James Brolin",24,27,"$19,911,781",Jason Lee,m
tt1664823,Remember Me!,2010,"Joseph DeLorenzo, Leslie Enciso, Martha Espinoza, Colin Goodridge",27,NA,"$19,855,023",Joseph DeLorenzo,m
tt1808434,Remember Me?,2010,"Drew Brown, Teri Flicek, Ashton Hunt, Samuel Whited",27,NA,"$19,855,023",Drew Brown,m
tt0417433,Annapolis,2006,"James Franco, Macka Foley, Jim Parrack, Donnie Wahlberg",10,37,"$19,829,681",James Franco,m
tt1559547,Beautiful Creatures,2013,"Alden Ehrenreich, Alice Englert, Jeremy Irons, Viola Davis",46,52,"$19,811,662",Alden Ehrenreich,m
tt0380623,The Perfect Man,2005,"Hilary Duff, Heather Locklear, Chris Noth, Mike O'Malley",6,27,"$19,737,589",Hilary Duff,m
tt0429573,An American Haunting,2005,"Donald Sutherland, Sissy Spacek, James D'Arcy, Rachel Hurd-Wood",12,38,"$19,737,589",Donald Sutherland,m
tt2364841,Runner Runner,2013,"Justin Timberlake, Ben Affleck, Gemma Arterton, Anthony Mackie",8,36,"$19,709,540",Justin Timberlake,m
tt1649419,The Impossible,2012,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin",81,73,"$19,687,740",Naomi Watts,f
tt0295700,Wrong Turn,2003,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",41,32,"$19,653,186",Desmond Harrington,m
tt0338325,Paparazzi,2004,"Cole Hauser, Robin Tunney, Dennis Farina, Daniel Baldwin",18,38,"$19,646,296",Cole Hauser,m
tt0765443,Eastern Promises,2007,"Josef Altin, Mina E. Mina, Aleksandar Mikic, Sarah-Jeanne Labrosse",89,82,"$19,620,565",Josef Altin,m
tt0348333,Waiting...,2005,"Ryan Reynolds, Anna Faris, Justin Long, David Koechner",31,30,"$19,615,752",Ryan Reynolds,m
tt0449492,Waiting,2005,"Tom Erb, Danielle Lozeau, Nicole Kong, Michele Boyd",31,NA,"$19,615,752",Tom Erb,m
tt0488658,Unaccompanied Minors,2006,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Dyllan Christopher",31,43,"$19,593,614",Lewis Black,m
tt0307479,Solaris,2002,"George Clooney, Natascha McElhone, Viola Davis, Jeremy Davies",66,65,"$19,575,742",George Clooney,m
tt1322312,Going the Distance,2010,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",53,51,"$19,418,649",Drew Barrymore,f
tt1631321,Go the Distance,2010,Beth Duncan,53,NA,"$19,418,649",Beth Duncan,f
tt0411061,88 Minutes,2007,"Al Pacino, Alicia Witt, Leelee Sobieski, Amy Brenneman",5,17,"$19,391,084",Al Pacino,m
tt0416315,Wolf Creek,2005,"John Jarratt, Cassandra Magrath, Kestie Morassi, Nathan Phillips",53,54,"$19,372,079",John Jarratt,m
tt1438176,Fright Night,2011,"Anton Yelchin, Colin Farrell, Toni Collette, David Tennant",72,64,"$19,356,393",Anton Yelchin,m
tt0846308,Kit Kittredge: An American Girl,2008,"Abigail Breslin, Julia Ormond, Chris O'Donnell, Jane Krakowski",79,63,"$19,341,650",Abigail Breslin,f
tt3553442,Whiskey Tango Foxtrot,2016,"Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",63,57,"$19,300,000",Tina Fey,f
tt0451069,The Gospel,2005,"Boris Kodjoe, Idris Elba, Nona Gaye, Clifton Powell",32,46,"$19,250,242",Boris Kodjoe,m
tt0963794,The Ruins,2008,"Jonathan Tucker, Jena Malone, Laura Ramsey, Shawn Ashmore",48,44,"$19,231,126",Jonathan Tucker,m
tt0494238,Inkheart,2008,"Brendan Fraser, Sienna Guillory, Eliza Bennett, Richard Strange",38,NA,"$19,120,603",Brendan Fraser,m
tt0763831,A Thousand Words,2012,"Eddie Murphy, Kerry Washington, Emanuel Ragsdale, Jill Basey",0,26,"$19,066,022",Eddie Murphy,m
tt1568338,Man on a Ledge,2012,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",31,40,"$19,066,022",Sam Worthington,m
tt5313004,Man on a Ledge: The Ledge,2012,"Lorenzo di Bonaventura, Asger Leth, Sam Worthington",31,NA,"$19,066,022",Lorenzo di Bonaventura,m
tt0282687,Life or Something Like It,2002,"Angelina Jolie, Edward Burns, Tony Shalhoub, Christian Kane",28,31,"$19,046,668",Angelina Jolie,f
tt0236348,Josie and the Pussycats,2001,"Rachael Leigh Cook, Rosario Dawson, Tara Reid, Gabriel Mann",53,47,"$18,947,453",Rachael Leigh Cook,f
tt0455760,Dead Silence,2007,"Ryan Kwanten, Amber Valletta, Donnie Wahlberg, Michael Fairman",21,34,"$18,932,124",Ryan Kwanten,m
tt1043726,The Legend of Hercules,2014,"Kellan Lutz, Gaia Weiss, Scott Adkins, Roxanne McKee",3,22,"$18,894,695",Kellan Lutz,m
tt0422720,Marie Antoinette,2006,"Kirsten Dunst, Jason Schwartzman, Judy Davis, Rip Torn",55,65,"$18,885,411",Kirsten Dunst,f
tt1017460,Splice,2009,"Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon",74,66,"$18,849,417",Adrien Brody,m
tt0308208,Ballistic: Ecks vs. Sever,2002,"Antonio Banderas, Lucy Liu, Gregg Henry, Ray Park",0,19,"$18,782,131",Antonio Banderas,m
tt1991245,Chernobyl Diaries,2012,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley",18,NA,"$18,755,163",Ingrid Bols<f8> Berdal,f
tt0414055,Elizabeth: The Golden Age,2007,"Jordi Mollà, Aimee King, Cate Blanchett, Laurence Fox",35,45,"$18,702,643",Jordi Mollà,m
tt1441951,Quartet,2012,"Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins",79,64,"$18,651,543",Maggie Smith,f
tt1810697,Meeting Evil,2012,"Luke Wilson, Samuel L. Jackson, Leslie Bibb, Peyton List",13,NA,"$18,651,543",Luke Wilson,m
tt0491747,Away from Her,2006,"Gordon Pinsent, Stacey LaBerge, Julie Christie, Olympia Dukakis",94,88,"$18,649,343",Gordon Pinsent,m
tt0388980,The Greatest Game Ever Played,2005,"James Paxton, Tom Rack, Armand Laroche, Peter Hurley",63,55,"$18,641,057",James Paxton,m
tt1083456,Fired Up!,2009,"Nicholas D'Agosto, Eric Christian Olsen, Sarah Roemer, Molly Sims",24,31,"$18,627,659",Nicholas D'Agosto,m
tt0455960,The Hitcher,2007,"Sean Bean, Sophia Bush, Zachary Knighton, Neal McDonough",21,28,"$18,587,903",Sean Bean,m
tt0462395,Larry the Cable Guy: Health Inspector,2006,"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion",5,21,"$18,531,309",Larry the Cable Guy,m
tt0283530,The Emperor's Club,2002,"Kevin Kline, Emile Hirsch, Embeth Davidtz, Rob Morrow",50,49,"$18,517,594",Kevin Kline,m
tt1095174,New in Town,2009,"Renée Zellweger, Harry Connick Jr., Siobhan Fallon Hogan, J.K. Simmons",29,29,"$18,516,780",Renée Zellweger,m
tt0192255,The Little Vampire,2000,"Jonathan Lipnicki, Richard E. Grant, Jim Carter, Alice Krige",55,45,"$18,513,984",Jonathan Lipnicki,m
tt0213749,Cirque du Soleil: Journey of Man,2000,"Ian McKellen, Nicky Dewhurst, Brian Dewhurst, Anait Karagyezyan",45,55,"$18,513,984",Ian McKellen,m
tt0213790,The Ladies Man,2000,"Tim Meadows, Karyn Parsons, Billy Dee Williams, John Witherspoon",11,22,"$18,513,984",Tim Meadows,m
tt1772240,Apollo 18,2011,"Warren Christie, Lloyd Owen, Ryan Robbins, Michael Kopsa",24,24,"$18,510,212",Warren Christie,m
tt3499096,Race,2016,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton",60,56,"$18,500,000",Stephan James,m
tt0240515,Freddy Got Fingered,2001,"Tom Green, Rip Torn, Marisa Coughlan, Eddie Kaye Thomas",11,13,"$18,409,936",Tom Green,m
tt0265343,Monsoon Wedding,2001,"Naseeruddin Shah, Lillete Dubey, Shefali Shetty, Vijay Raaz",95,77,"$18,409,936",Naseeruddin Shah,m
tt4257926,Miracles from Heaven,2016,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",53,44,"$18,400,000",Jennifer Garner,f
tt0265808,Stealing Harvard,2002,"Jason Lee, Tom Green, Leslie Mann, Megan Mullally",9,25,"$18,385,325",Jason Lee,m
tt1814621,Admission,2013,"Tina Fey, Ann Harada, Ben Levin, Dan Levy",38,48,"$18,381,954",Tina Fey,f
tt0318283,Alex & Emma,2003,"Luke Wilson, Derek Barbosa, Lobo Sebastian, Rob Reiner",11,32,"$18,360,214",Luke Wilson,m
tt0245574,Y Tu Mamá También,2001,"Daniel Giménez Cacho, Ana López Mercado, Diego Luna, Gael García Bernal",92,88,"$18,275,557",Daniel Gim<e9>nez Cacho,m
tt0265208,The Girl Next Door,2004,"Emile Hirsch, Elisha Cuthbert, Timothy Olyphant, James Remar",55,47,"$18,260,981",Emile Hirsch,m
tt0319524,How to Deal,2003,"Mandy Moore, Allison Janney, Trent Ford, Alexandra Holden",28,45,"$18,230,916",Mandy Moore,f
tt0402901,The Cave,2005,"Cole Hauser, Eddie Cibrian, Morris Chestnut, Lena Headey",11,30,"$18,153,709",Cole Hauser,m
tt0938330,Silent Hill: Revelation 3D,2012,"Adelaide Clemens, Kit Harington, Carrie-Anne Moss, Sean Bean",5,15,"$18,133,445",Adelaide Clemens,f
tt0395495,Catch and Release,2006,"Jennifer Garner, Timothy Olyphant, Sam Jaeger, Kevin Smith",21,43,"$18,059,174",Jennifer Garner,f
tt0457528,Wild Safari 3D,2005,Chuck Hargrove,83,63,"$18,031,872",Chuck Hargrove,m
tt0335121,Godsend,2004,"Greg Kinnear, Rebecca Romijn, Robert De Niro, Cameron Bright",4,24,"$18,009,105",Greg Kinnear,m
tt0314166,Hey Arnold! The Movie,2002,"Spencer Klein, Francesca Marie Smith, Jamil Walker Smith, Dan Castellaneta",29,47,"$17,988,520",Spencer Klein,m
tt1904996,Parker,2013,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce",41,42,"$17,973,466",Jason Statham,m
tt1655460,Wanderlust,2012,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda",59,53,"$17,926,205",Paul Rudd,m
tt1027862,Swing Vote,2008,"Kevin Costner, Madeline Carroll, Paula Patton, Kelsey Grammer",38,47,"$17,904,842",Kevin Costner,m
tt2458776,Bears,2014,John C. Reilly,89,68,"$17,889,658",John C. Reilly,m
tt0361925,Welcome to Mooseport,2004,"Gene Hackman, Ray Romano, Marcia Gay Harden, Maura Tierney",13,33,"$17,883,167",Gene Hackman,m
tt0905372,The Thing,2011,"Mary Elizabeth Winstead, Joel Edgerton, Ulrich Thomsen, Eric Christian Olsen",35,49,"$17,875,576",Mary Elizabeth Winstead,f
tt1176250,Enough Is Enough,2013,"Kate Atkinson, John Romo, Andy Atkinson, Patrick Barnitt",96,NA,"$17,871,344",Kate Atkinson,f
tt2390361,Enough Said,2013,"Julia Louis-Dreyfus, Lennie Loftin, Jessica St. Clair, Christopher Nicholas Smith",96,78,"$17,871,344",Julia Louis-Dreyfus,f
tt0780567,Imagine That,2009,"Eddie Murphy, Thomas Haden Church, Yara Shahidi, Ronny Cox",40,54,"$17,851,507",Eddie Murphy,m
tt0426883,Alpha Dog,2006,"Bruce Willis, Matthew Barry, Emile Hirsch, Fernando Vargas",55,53,"$17,823,106",Bruce Willis,m
tt2387433,Dark Skies,2013,"Keri Russell, Josh Hamilton, Dakota Goyo, Kadan Rockett",40,50,"$17,769,222",Keri Russell,f
tt0338096,Dirty Dancing: Havana Nights,2004,"Diego Luna, Romola Garai, Sela Ward, John Slattery",22,39,"$17,757,229",Diego Luna,m
tt0913354,Armored,2009,"Matt Dillon, Jean Reno, Laurence Fishburne, Amaury Nolasco",40,50,"$17,740,628",Matt Dillon,m
tt1091722,Adventureland,2009,"Jesse Eisenberg, Kelsey Ford, Michael Zegen, Ryan McFarland",88,76,"$17,740,628",Jesse Eisenberg,m
tt1131734,Jennifer's Body,2009,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody",42,47,"$17,740,628",Megan Fox,f
tt0247444,Juwanna Mann,2002,"Miguel A. Núñez Jr., Vivica A. Fox, Kevin Pollak, Tommy Davidson",10,24,"$17,723,983",Miguel A. N<fa><f1>ez Jr.,m
tt1656190,Safe,2012,"Jason Statham, Catherine Chan, Robert John Burke, James Hong",57,55,"$17,718,966",Jason Statham,m
tt0344854,Arthur and the Invisibles,2006,"Freddie Highmore, Mia Farrow, Ron Crawford, Penny Balfour",21,39,"$17,705,072",Freddie Highmore,m
tt0437179,See No Evil,2006,"Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble",8,17,"$17,705,072",Glenn Jacobs,m
tt0363282,New York Minute,2004,"Ashley Olsen, Mary-Kate Olsen, Eugene Levy, Andy Richter",11,33,"$17,631,292",Ashley Olsen,m
tt0236784,The Tailor of Panama,2001,"Pierce Brosnan, Geoffrey Rush, Jamie Lee Curtis, Leonor Varela",77,66,"$17,603,662",Pierce Brosnan,m
tt0264616,Frailty,2001,"Bill Paxton, Matthew McConaughey, Powers Boothe, Matt O'Leary",73,64,"$17,603,662",Bill Paxton,m
tt0367085,Soul Plane,2004,"Tom Arnold, Kevin Hart, Method Man, Snoop Dogg",18,33,"$17,505,354",Tom Arnold,m
tt2205401,Addicted,2014,"Boris Kodjoe, Brandon Gonzales, Cameron Mills, Daniel O'Callaghan",8,32,"$17,487,643",Boris Kodjoe,m
tt1321509,Death at a Funeral,2010,"Keith David, Loretta Devine, Peter Dinklage, Ron Glass",41,51,"$17,454,965",Keith David,m
tt2828996,A Haunted House 2,2014,"Marlon Wayans, Jaime Pressly, Essence Atkins, Gabriel Iglesias",8,17,"$17,387,140",Marlon Wayans,m
tt2193215,The Counselor,2013,"Michael Fassbender, Penélope Cruz, Cameron Diaz, Javier Bardem",35,48,"$17,360,734",Michael Fassbender,m
tt0482572,Pride and Glory,2008,"Colin Farrell, Edward Norton, Jon Voight, Noah Emmerich",35,45,"$17,352,223",Colin Farrell,m
tt0887912,The Hurt Locker,2008,"Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce",98,94,"$17,352,223",Jeremy Renner,m
tt0246989,Tomcats,2001,"Jerry O'Connell, Shannon Elizabeth, Jake Busey, Horatio Sanz",15,15,"$17,334,904",Jerry O'Connell,m
tt0295254,Feardotcom,2002,"Stephen Dorff, Natascha McElhone, Stephen Rea, Udo Kier",3,16,"$17,327,177",Stephen Dorff,m
tt0198386,The Crew,2000,"Richard Dreyfuss, Burt Reynolds, Dan Hedaya, Seymour Cassel",20,37,"$17,270,507",Richard Dreyfuss,m
tt1625346,Young Adult,2011,"Charlize Theron, Patton Oswalt, Patrick Wilson, Elizabeth Reaser",80,71,"$17,240,940",Charlize Theron,m
tt0375154,Tristan + Isolde,2006,"James Franco, Sophia Myles, Rufus Sewell, David O'Hara",32,49,"$17,232,937",James Franco,m
tt0427392,The Invasion,2007,"Nicole Kidman, Daniel Craig, Jeremy Northam, Jackson Bond",19,45,"$17,211,021",Nicole Kidman,f
tt0891527,Lions for Lambs,2007,"Robert Redford, Meryl Streep, Tom Cruise, Michael Peña",27,47,"$17,211,021",Robert Redford,m
tt0971209,A Perfect Getaway,2009,"Steve Zahn, Timothy Olyphant, Milla Jovovich, Kiele Sanchez",61,63,"$17,186,233",Steve Zahn,m
tt0430779,Everyone's Hero,2006,"Ritchie Allen, Jake T. Austin, Cherise Boothe, Jesse Bronstein",41,51,"$17,114,903",Ritchie Allen,m
tt1859650,To Rome with Love,2012,"Judy Davis, Flavio Parenti, Roberto Benigni, Alison Pill",44,54,"$17,097,248",Judy Davis,m
tt0365748,Shaun of the Dead,2004,"Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis",92,76,"$17,001,603",Simon Pegg,m
tt0211443,Jason X,2001,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg",19,25,"$16,931,766",Kane Hodder,m
tt0307901,25th Hour,2002,"Edward Norton, Philip Seymour Hoffman, Barry Pepper, Rosario Dawson",78,67,"$16,930,372",Edward Norton,m
tt0427969,Hollywoodland,2006,"Adrien Brody, Diane Lane, Ben Affleck, Bob Hoskins",68,62,"$16,878,836",Adrien Brody,m
tt0375173,Alfie,2004,"Jude Law, Renée Taylor, Jane Krakowski, Jeff Harding",49,49,"$16,875,665",Jude Law,m
tt0403702,Youth in Revolt,2009,"Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis",65,63,"$16,853,596",Michael Cera,m
tt1594972,Norm of the North,2016,"Rob Schneider, Heather Graham, Ken Jeong, Bill Nighy",8,22,"$16,800,000",Rob Schneider,m
tt0814022,Bangkok Dangerous,2008,"Nicolas Cage, Shahkrit Yamnarm, Charlie Yeung, Panward Hemmanee",9,24,"$16,799,605",Nicolas Cage,m
tt1560747,The Master,2012,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",85,86,"$16,786,389",Joaquin Phoenix,m
tt2540104,The Master & Me,2012,"Jade Carter, Art Douglas, Kim Hamilton, Robert Joy",85,NA,"$16,786,389",Jade Carter,f
tt0205271,Dr. T and the Women,2000,"Richard Gere, Helen Hunt, Farrah Fawcett, Laura Dern",57,64,"$16,717,851",Richard Gere,m
tt0315983,House of Sand and Fog,2003,"Jennifer Connelly, Ben Kingsley, Ron Eldard, Frances Fisher",75,71,"$16,679,349",Jennifer Connelly,f
tt0283632,They,2002,"Laura Regan, Marc Blucas, Ethan Embry, Dagmara Dominczyk",38,31,"$16,665,835",Laura Regan,f
tt0186589,Sugar & Spice,2001,"Marla Sokoloff, Marley Shelton, Melissa George, Mena Suvari",28,48,"$16,663,008",Marla Sokoloff,f
tt0278475,Haunted Castle,2001,"Jasper Steverlinck, Kyoko Baertsoen, Harry Shearer",25,NA,"$16,663,008",Jasper Steverlinck,m
tt1092633,"The Goods: Live Hard, Sell Hard",2009,"Jeremy Piven, Ving Rhames, James Brolin, David Koechner",27,39,"$16,631,839",Jeremy Piven,m
tt1486192,The Raven,2012,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson",22,44,"$16,579,149",John Cusack,m
tt0412019,Broken Flowers,2005,"Bill Murray, Julie Delpy, Heather Simms, Brea Frazier",88,79,"$16,569,828",Bill Murray,m
tt0181739,Osmosis Jones,2001,"Chris Rock, Laurence Fishburne, David Hyde Pierce, Brandy Norwood",55,57,"$16,528,629",Chris Rock,m
tt0352277,De-Lovely,2004,"Kevin Kline, Ashley Judd, Jonathan Pryce, Kevin McNally",48,53,"$16,497,851",Kevin Kline,m
tt2334649,Fruitvale Station,2013,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",94,85,"$16,441,637",Michael B. Jordan,m
tt2357129,Jobs,2013,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",27,44,"$16,441,637",Ashton Kutcher,m
tt1032815,"I Love You, Beth Cooper",2009,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London",14,32,"$16,410,081",Hayden Panettiere,m
tt0211933,Awake,2007,"Hayden Christensen, Jessica Alba, Terrence Howard, Lena Olin",23,33,"$16,407,840",Hayden Christensen,m
tt0876563,Ponyo,2008,"Tomoko Yamaguchi, Kazushige Nagashima, Yûki Amami, Jôji Tokoro",92,86,"$16,357,510",Tomoko Yamaguchi,f
tt1046947,Last Chance Harvey,2008,"Dustin Hoffman, Emma Thompson, Eileen Atkins, Kathy Baker",70,57,"$16,357,510",Dustin Hoffman,m
tt0251736,House of 1000 Corpses,2003,"Sid Haig, William Bassett, Karen Black, Erin Daniels",19,31,"$16,291,457",Sid Haig,m
tt1223236,African Cats,2011,"Samuel L. Jackson, Patrick Stewart",72,61,"$16,288,986",Samuel L. Jackson,m
tt0498380,Letters from Iwo Jima,2006,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase",91,89,"$16,170,633",Ken Watanabe,m
tt1258972,The Man with the Iron Fists,2012,"RZA, Rick Yune, Russell Crowe, Lucy Liu",49,51,"$16,164,671",RZA,m
tt0324554,Wicker Park,2004,"Josh Hartnett, Rose Byrne, Matthew Lillard, Diane Kruger",25,40,"$16,120,038",Josh Hartnett,m
tt2465140,The Single Moms Club,2014,"Nia Long, Wendi McLendon-Covey, Amy Smart, Zulay Henao",16,31,"$16,080,592",Nia Long,f
tt2938956,The Transporter Refueled,2015,"Ed Skrein, Ray Stevenson, Loan Chabanol, Gabriella Wright",16,32,"$16,061,559",Ed Skrein,m
tt0356721,I Heart Huckabees,2004,"Jason Schwartzman, Isabelle Huppert, Dustin Hoffman, Lily Tomlin",62,55,"$15,994,100",Jason Schwartzman,m
tt0244000,American Outlaws,2001,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht",14,25,"$15,991,113",Colin Farrell,m
tt0476995,Firehouse Dog,2007,"Josh Hutcherson, Bruce Greenwood, Bill Nunn, Scotch Ellis Loring",38,43,"$15,948,880",Josh Hutcherson,m
tt0787475,Hot Rod,2007,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride",40,43,"$15,948,880",Andy Samberg,m
tt0433416,The Namesake,2006,"Kal Penn, Tabu, Irrfan Khan, Jacinda Barrett",87,82,"$15,934,565",Kal Penn,m
tt0872230,My Soul to Take,2010,"Max Thieriot, John Magaro, Denzel Whitaker, Zena Grey",9,25,"$15,927,656",Max Thieriot,m
tt0195234,Saving Grace,2000,"Brenda Blethyn, Craig Ferguson, Martin Clunes, Tchéky Karyo",63,62,"$15,888,867",Brenda Blethyn,f
tt2752758,Devil's Due,2014,"Allison Miller, Zach Gilford, Sam Anderson, Roger Payano",18,34,"$15,879,584",Allison Miller,f
tt1547230,Judy Moody and the Not Bummer Summer,2011,"Jordana Beatty, Parris Mosteller, Janet Varney, Kristoffer Ryan Winters",19,37,"$15,865,896",Jordana Beatty,f
tt1232207,Capitalism: A Love Story,2009,"William Black, Jimmy Carter, Elijah Cummings, Baron Hill",75,61,"$15,855,686",William Black,m
tt0430431,One Night with the King,2006,"Tiffany Dupont, Luke Goss, John Noble, Omar Sharif",19,38,"$15,816,531",Tiffany Dupont,f
tt1129445,Amelia,2009,"Hilary Swank, Richard Gere, Ewan McGregor, Christopher Eccleston",20,37,"$15,744,807",Hilary Swank,m
tt1213644,Disaster Movie,2008,"Matt Lanter, Vanessa Lachey, Gary 'G. Thang' Johnson, Nicole Parker",1,15,"$15,694,367",Matt Lanter,m
tt0310910,Confidence,2003,"Edward Burns, Rachel Weisz, Morris Chestnut, Leland Orser",70,59,"$15,644,971",Edward Burns,m
tt2194499,About Time,2013,"Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson",70,55,"$15,624,661",Domhnall Gleeson,m
tt0373908,The Honeymooners,2005,"Cedric the Entertainer, Mike Epps, Gabrielle Union, Regina Hall",13,31,"$15,595,132",Cedric the Entertainer,m
tt1764234,Killing Them Softly,2012,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini",75,64,"$15,542,952",Brad Pitt,m
tt1931533,Seven Psychopaths,2012,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",83,66,"$15,542,952",Michael Pitt,m
tt2034139,The Last Exorcism Part II,2013,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",16,35,"$15,522,539",Ashley Bell,m
tt0219699,The Gift,2000,"Cate Blanchett, Giovanni Ribisi, Keanu Reeves, Katie Holmes",57,62,"$15,474,374",Cate Blanchett,f
tt0211465,Knockaround Guys,2001,"Barry Pepper, Andy Davoli, Seth Green, Vin Diesel",20,30,"$15,453,596",Barry Pepper,m
tt1659337,The Perks of Being a Wallflower,2012,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",85,67,"$15,439,333",Logan Lerman,m
tt0326856,Envy,2004,"Ben Stiller, Jack Black, Rachel Weisz, Amy Poehler",8,31,"$15,364,411",Ben Stiller,m
tt0454824,Flyboys,2006,"James Franco, Scott Hazell, Mac McDonald, Philip Winchester",33,47,"$15,344,396",James Franco,m
tt0462346,How to Eat Fried Worms,2006,"Luke Benward, Hallie Kate Eisenberg, Adam Hicks, Austin Rogers",59,56,"$15,344,396",Luke Benward,m
tt0120824,The Shipping News,2001,"Kevin Spacey, Julianne Moore, Judi Dench, Cate Blanchett",55,47,"$15,319,217",Kevin Spacey,m
tt0450405,Cirque du Freak: The Vampire's Assistant,2009,"John C. Reilly, Josh Hutcherson, Chris Massoglia, Jessica Carlson",38,43,"$15,301,291",John C. Reilly,m
tt0790804,The Comebacks,2007,"David Koechner, Carl Weathers, Melora Hardin, Matthew Lawrence",9,25,"$15,260,439",David Koechner,m
tt0864761,The Duchess,2008,"Keira Knightley, Ralph Fiennes, Charlotte Rampling, Dominic Cooper",61,62,"$15,252,273",Keira Knightley,f
tt0384680,The Weather Man,2005,"Nicolas Cage, Michael Caine, Hope Davis, Gemmenne de la Peña",58,61,"$15,229,621",Nicolas Cage,m
tt0402399,The New World,2005,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale",62,69,"$15,229,621",Colin Farrell,m
tt0192071,Get Over It,2001,"Kirsten Dunst, Ben Foster, Melissa Sagemiller, Sisqó",44,52,"$15,184,838",Kirsten Dunst,f
tt0462244,Daddy Day Camp,2007,"Cuba Gooding Jr., Lochlyn Munro, Richard Gant, Tamala Jones",1,13,"$15,145,699",Cuba Gooding Jr.,m
tt0441909,Volver,2006,"Penélope Cruz, Carmen Maura, Lola Dueñas, Blanca Portillo",92,84,"$15,108,328",Penélope Cruz,m
tt0365485,The Matador,2005,"Pierce Brosnan, Arlin Miller, Azucena Medina, Jonah Meyerson",74,65,"$15,107,784",Pierce Brosnan,m
tt1121931,Crank: High Voltage,2009,"Jason Statham, Amy Smart, Dwight Yoakam, Efren Ramirez",63,41,"$15,079,534",Jason Statham,m
tt0486321,Fly Me to the Moon 3D,2008,"Christopher Lloyd, Kelly Ripa, Nicollette Sheridan, Tim Curry",19,36,"$15,031,225",Christopher Lloyd,m
tt2626350,Step Up All In,2014,"Ryan Guzman, Briana Evigan, Adam G. Sevani, Misha Gabriel Hamilton",43,45,"$14,975,051",Ryan Guzman,m
tt0289408,The Powerpuff Girls Movie,2002,"Cathy Cavadini, Tara Strong, Elizabeth Daily, Roger Jackson",63,65,"$14,946,344",Cathy Cavadini,f
tt2073128,To the Arctic 3D,2012,"Leanne Allison, Karsten Heuer, Bjorne Kvernmo, Simon Qamanirq",67,48,"$14,921,234",Leanne Allison,f
